ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
7118556,HR527555,09/09/2009 11:43:00 AM,021XX W MONROE ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,OTHER,false,false,1211,012,2,28,26,1162116,1899522,2009,02/28/2018 03:56:25 PM,41.879953978,-87.68019145,"(41.879953978, -87.68019145)"
7118565,HR527467,09/09/2009 08:00:00 AM,001XX N CANAL ST,0870,THEFT,POCKET-PICKING,CTA BUS,false,false,0111,001,42,28,06,1173111,1900899,2009,02/28/2018 03:56:25 PM,41.883495846,-87.639778612,"(41.883495846, -87.639778612)"
7118566,HR527615,09/09/2009 10:15:00 AM,013XX W MADISON ST,0820,THEFT,$500 AND UNDER,SPORTS ARENA/STADIUM,false,false,1212,012,27,28,06,1167210,1900142,2009,02/28/2018 03:56:25 PM,41.881547402,-87.66146917,"(41.881547402, -87.66146917)"
7118569,HR527672,09/09/2009 01:20:00 PM,042XX S WELLS ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENTIAL YARD (FRONT/BACK),true,false,0935,009,3,37,18,1175319,1876903,2009,02/28/2018 03:56:25 PM,41.817599792,-87.632389996,"(41.817599792, -87.632389996)"
7118570,HR521026,09/05/2009 10:00:00 AM,004XX E 73RD ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,0323,003,6,69,05,1180305,1856707,2009,02/28/2018 03:56:25 PM,41.762067031,-87.614719287,"(41.762067031, -87.614719287)"
7118575,HR527635,09/09/2009 11:00:00 AM,006XX N LEAMINGTON AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),OTHER,true,false,1532,015,28,25,18,1141915,1903704,2009,02/28/2018 03:56:25 PM,41.89182781,-87.754264047,"(41.89182781, -87.754264047)"
7118576,HR527644,09/09/2009 12:57:00 PM,018XX E 72ND ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0324,003,5,43,08B,1189505,1857594,2009,02/28/2018 03:56:25 PM,41.764285183,-87.580972191,"(41.764285183, -87.580972191)"
7118581,HR527598,09/06/2009 04:00:00 PM,016XX W CONGRESS PKWY,0486,BATTERY,DOMESTIC BATTERY SIMPLE,HOSPITAL BUILDING/GROUNDS,false,true,1211,012,2,28,08B,1165475,1897799,2009,02/28/2018 03:56:25 PM,41.875155116,-87.667906709,"(41.875155116, -87.667906709)"
7118583,HR513082,08/30/2009 04:30:00 AM,074XX N ROGERS AVE,0312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,STREET,false,false,2422,024,49,1,03,1163717,1949533,2009,02/28/2018 03:56:25 PM,42.017153114,-87.67289779,"(42.017153114, -87.67289779)"
7118584,HR527580,09/09/2009 10:30:00 AM,012XX E 76TH ST,0560,ASSAULT,SIMPLE,STREET,false,true,0411,004,5,45,08A,1185999,1854862,2009,02/28/2018 03:56:25 PM,41.75687175,-87.593908447,"(41.75687175, -87.593908447)"
7118596,HR518304,09/02/2009 09:00:00 PM,069XX S PARNELL AVE,0313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,STREET,false,false,0732,007,6,68,03,1173814,1858990,2009,02/28/2018 03:56:25 PM,41.768478193,-87.638441887,"(41.768478193, -87.638441887)"
7118598,HR523007,09/06/2009 04:00:00 AM,048XX S KOLIN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0815,008,23,57,14,1148178,1872117,2009,02/28/2018 03:56:25 PM,41.805030704,-87.732074815,"(41.805030704, -87.732074815)"
7118601,HR527721,09/09/2009 12:00:00 AM,079XX S PULASKI RD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,false,false,0834,008,13,70,14,1151103,1851589,2009,02/28/2018 03:56:25 PM,41.748641964,-87.721882341,"(41.748641964, -87.721882341)"
7118607,HR527368,09/09/2009 10:10:00 AM,058XX W MONTROSE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,false,1624,016,38,15,08B,1136744,1928662,2009,02/28/2018 03:56:25 PM,41.960409556,-87.772655768,"(41.960409556, -87.772655768)"
7118613,HR527459,08/26/2009 07:00:00 PM,046XX W ALTGELD ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,true,2521,025,31,19,26,1145026,1916280,2009,02/28/2018 03:56:25 PM,41.926279503,-87.742520472,"(41.926279503, -87.742520472)"
7118618,HR525973,09/08/2009 02:04:54 PM,073XX S WASHTENAW AVE,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,true,false,0835,008,18,66,05,1159644,1855919,2009,02/28/2018 03:56:25 PM,41.760353328,-87.690466208,"(41.760353328, -87.690466208)"
7118619,HR527723,09/09/2009 01:10:00 PM,055XX W NORTH AVE,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,true,false,2532,025,37,25,06,1138932,1910082,2009,02/28/2018 03:56:25 PM,41.909384533,-87.765064273,"(41.909384533, -87.765064273)"
7118629,HR527733,09/09/2009 01:50:00 PM,111XX S HALSTED ST,1330,CRIMINAL TRESPASS,TO LAND,PARKING LOT/GARAGE(NON.RESID.),true,false,2233,022,34,75,26,1172968,1831037,2009,02/28/2018 03:56:25 PM,41.691790031,-87.642365396,"(41.691790031, -87.642365396)"
7118634,HR527752,07/20/2009 09:00:00 AM,030XX N ODELL AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,2511,025,36,17,11,1126557,1919437,2009,02/28/2018 03:56:25 PM,41.935271858,-87.810315901,"(41.935271858, -87.810315901)"
4694756,HM299103,04/19/2006 12:10:00 AM,088XX S ADA ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,2222,022,21,71,14,1168873,1846252,2006,02/28/2018 03:56:25 PM,41.733631506,-87.656920122,"(41.733631506, -87.656920122)"
4694777,HM179845,02/13/2006 10:13:07 PM,023XX S STATE ST,2024,NARCOTICS,POSS: HEROIN(WHITE),CHA HALLWAY/STAIRWELL/ELEVATOR,true,false,0134,001,3,33,18,1176683,1888842,2006,02/28/2018 03:56:25 PM,41.850330711,-87.627026373,"(41.850330711, -87.627026373)"
7118639,HR515293,09/01/2009 10:20:00 PM,074XX S ASHLAND AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,true,false,0735,007,17,67,16,1166969,1855493,2009,02/28/2018 03:56:25 PM,41.759030974,-87.66363196,"(41.759030974, -87.66363196)"
7118647,HR515112,09/01/2009 08:20:00 PM,039XX S DR MARTIN LUTHER KING JR DR,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,true,false,0213,002,3,38,16,1179502,1878999,2009,02/28/2018 03:56:25 PM,41.823256723,-87.616981556,"(41.823256723, -87.616981556)"
7118654,HR527790,09/08/2009 08:00:00 PM,028XX N KEDZIE AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,false,true,1411,014,35,21,20,1154553,1918707,2009,02/28/2018 03:56:25 PM,41.932753914,-87.707447915,"(41.932753914, -87.707447915)"
7118655,HR517569,09/03/2009 08:00:00 AM,062XX S THROOP ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0713,007,16,67,14,1168695,1863470,2009,02/28/2018 03:56:25 PM,41.78088383,-87.65707638,"(41.78088383, -87.65707638)"
7118656,HR527730,09/08/2009 12:00:00 AM,010XX W IRVING PARK RD,0820,THEFT,$500 AND UNDER,STREET,false,false,2322,019,46,3,06,1168753,1926733,2009,02/28/2018 03:56:25 PM,41.954481286,-87.655031086,"(41.954481286, -87.655031086)"
7118657,HR526626,09/08/2009 07:45:00 PM,067XX N BOSWORTH AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,true,2432,024,40,1,08A,1164720,1944797,2009,02/28/2018 03:56:25 PM,42.004136147,-87.669342179,"(42.004136147, -87.669342179)"
7118660,HR526773,09/08/2009 07:00:00 PM,066XX N WESTERN AVE,0460,BATTERY,SIMPLE,PARK PROPERTY,false,false,2412,024,50,2,08B,1159112,1944013,2009,02/28/2018 03:56:25 PM,42.002102315,-87.689995712,"(42.002102315, -87.689995712)"
7118661,HR527277,09/09/2009 09:00:00 AM,0000X N PARKSIDE AVE,0560,ASSAULT,SIMPLE,STREET,false,false,1513,015,29,25,08A,1138599,1899797,2009,02/28/2018 03:56:25 PM,41.881167265,-87.766537187,"(41.881167265, -87.766537187)"
7118662,HR527669,09/09/2009 01:00:00 PM,015XX W FARGO AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,2422,024,49,1,08B,1164818,1949525,2009,02/28/2018 03:56:25 PM,42.017107779,-87.66884662,"(42.017107779, -87.66884662)"
7118672,HR527774,09/09/2009 02:00:00 PM,053XX S WOOD ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,0932,009,16,61,18,1165256,1869233,2009,02/28/2018 03:56:25 PM,41.796771748,-87.669521321,"(41.796771748, -87.669521321)"
7118673,HR527659,09/09/2009 01:10:00 PM,026XX W 48TH ST,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,true,false,0911,009,14,58,26,1159672,1872762,2009,02/28/2018 03:56:25 PM,41.806572285,-87.689901653,"(41.806572285, -87.689901653)"
7118674,HR527511,09/09/2009 11:30:00 AM,004XX N LEAMINGTON AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1532,015,28,25,05,1141957,1902476,2009,02/28/2018 03:56:25 PM,41.888457252,-87.754140239,"(41.888457252, -87.754140239)"
7118675,HR527725,09/09/2009 01:16:00 PM,007XX N TRUMBULL AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1121,011,27,23,18,1153249,1904619,2009,02/28/2018 03:56:25 PM,41.894121219,-87.712614696,"(41.894121219, -87.712614696)"
7118683,HR527692,08/09/2009 09:00:00 AM,031XX W MONROE ST,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),false,false,1124,011,28,27,06,1155534,1899369,2009,02/28/2018 03:56:25 PM,41.879669042,-87.704363902,"(41.879669042, -87.704363902)"
7118685,HR527747,09/09/2009 01:27:00 PM,0000X W 112TH PL,2027,NARCOTICS,POSS: CRACK,APARTMENT,true,false,0522,005,34,49,18,1178048,1830375,2009,02/28/2018 03:56:25 PM,41.689860079,-87.623786916,"(41.689860079, -87.623786916)"
7118686,HR527762,09/09/2009 02:10:00 PM,104XX S MORGAN ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,2232,022,34,73,18,1171503,1835404,2009,02/28/2018 03:56:25 PM,41.703805885,-87.647601651,"(41.703805885, -87.647601651)"
7118688,HR505310,08/26/2009 08:00:00 PM,048XX W ARTHINGTON ST,1513,PROSTITUTION,SOLICIT FOR BUSINESS,STREET,true,false,1533,015,24,25,16,1144391,1895531,2009,02/28/2018 03:56:25 PM,41.869353897,-87.74537633,"(41.869353897, -87.74537633)"
7118699,HR527753,09/09/2009 02:00:00 PM,012XX W 69TH ST,0560,ASSAULT,SIMPLE,CONVENIENCE STORE,false,false,0724,007,17,67,08A,1169429,1859031,2009,02/28/2018 03:56:25 PM,41.768686795,-87.65451385,"(41.768686795, -87.65451385)"
7118700,HR527658,08/26/2009 12:00:00 PM,010XX W 111TH ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,PARKING LOT/GARAGE(NON.RESID.),false,false,2234,022,34,75,26,1171468,1831207,2009,02/28/2018 03:56:25 PM,41.692289426,-87.647852131,"(41.692289426, -87.647852131)"
7118702,HR527765,09/09/2009 01:58:00 PM,025XX N KILBOURN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,2521,025,31,20,18,1145951,1916783,2009,02/28/2018 03:56:25 PM,41.927642244,-87.739108688,"(41.927642244, -87.739108688)"
7118704,HR527493,09/09/2009 08:00:00 AM,118XX S ARTESIAN AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),false,false,2212,022,19,75,06,1162188,1826129,2009,02/28/2018 03:56:25 PM,41.678552106,-87.68196838,"(41.678552106, -87.68196838)"
7118705,HR505416,08/26/2009 11:32:00 PM,021XX N CICERO AVE,1513,PROSTITUTION,SOLICIT FOR BUSINESS,STREET,true,false,2522,025,31,19,16,1144042,1913948,2009,02/28/2018 03:56:25 PM,41.919898808,-87.746194922,"(41.919898808, -87.746194922)"
7118711,HR527629,09/09/2009 11:58:00 AM,004XX W NORTH AVE,1330,CRIMINAL TRESPASS,TO LAND,RESTAURANT,false,false,1821,018,43,8,26,1172882,1910953,2009,02/28/2018 03:56:25 PM,41.911089665,-87.640321294,"(41.911089665, -87.640321294)"
7118712,HR527698,09/09/2009 11:00:00 AM,008XX W MARQUETTE RD,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0723,007,16,68,05,1171946,1860427,2009,02/28/2018 03:56:25 PM,41.772462704,-87.645246862,"(41.772462704, -87.645246862)"
7118720,HR514487,09/01/2009 02:05:00 PM,069XX S CARPENTER ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0733,007,17,68,08B,1170513,1858748,2009,02/28/2018 03:56:25 PM,41.767886662,-87.650548686,"(41.767886662, -87.650548686)"
7118721,HR527776,09/07/2009 06:00:00 AM,016XX N SPRINGFIELD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2535,025,30,23,07,1150128,1910674,2009,02/28/2018 03:56:25 PM,41.910798128,-87.723919248,"(41.910798128, -87.723919248)"
7118722,HR527804,09/04/2009 04:00:00 PM,013XX W ADAMS ST,0820,THEFT,$500 AND UNDER,PARK PROPERTY,false,false,1213,012,27,28,06,1167489,1899217,2009,02/28/2018 03:56:25 PM,41.879003134,-87.660471326,"(41.879003134, -87.660471326)"
7118723,HR527412,09/09/2009 02:00:00 AM,122XX S CARPENTER ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0524,005,34,53,14,1171542,1823719,2009,02/28/2018 03:56:25 PM,41.67173951,-87.647799343,"(41.67173951, -87.647799343)"
7118724,HR527791,09/06/2009 09:00:00 PM,021XX W BERWYN AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,2012,020,40,4,05,1161090,1935172,2009,02/28/2018 03:56:25 PM,41.977801279,-87.682965872,"(41.977801279, -87.682965872)"
7118725,HR527515,09/09/2009 11:10:00 AM,023XX W 103RD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,2213,022,19,72,08B,1162750,1836280,2009,02/28/2018 03:56:25 PM,41.706396568,-87.679629252,"(41.706396568, -87.679629252)"
7118726,HR527743,08/27/2009 12:00:00 AM,026XX W LAWRENCE AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,false,false,1911,019,47,4,14,1157740,1931779,2009,02/28/2018 03:56:25 PM,41.968559848,-87.695378398,"(41.968559848, -87.695378398)"
7118727,HR527778,09/09/2009 01:52:00 PM,021XX W PETERSON AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,2413,024,40,2,06,1160994,1939841,2009,02/28/2018 03:56:25 PM,41.990615196,-87.683188577,"(41.990615196, -87.683188577)"
7118728,HR505415,08/26/2009 11:00:00 PM,021XX N CICERO AVE,1513,PROSTITUTION,SOLICIT FOR BUSINESS,STREET,true,false,2522,025,31,19,16,1144042,1913948,2009,02/28/2018 03:56:25 PM,41.919898808,-87.746194922,"(41.919898808, -87.746194922)"
7118732,HR527744,08/03/2009 01:00:00 PM,005XX W CERMAK RD,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE,MOTOR VEH",OTHER COMMERCIAL TRANSPORTATION,false,false,1233,012,25,31,11,1172919,1889693,2009,02/28/2018 03:56:25 PM,41.852750046,-87.640815604,"(41.852750046, -87.640815604)"
7118733,HR527784,09/09/2009 02:00:00 PM,082XX S EVANS AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,0631,006,6,44,19,1182658,1850624,2009,02/28/2018 03:56:25 PM,41.745320376,-87.606283743,"(41.745320376, -87.606283743)"
7118734,HR527697,09/09/2009 01:00:00 PM,002XX N CLARK ST,0820,THEFT,$500 AND UNDER,CTA PLATFORM,false,false,0113,001,42,32,06,1175500,1901787,2009,02/28/2018 03:56:25 PM,41.885879253,-87.630979425,"(41.885879253, -87.630979425)"
7118739,HR527705,09/09/2009 11:00:00 AM,002XX W VAN BUREN ST,0820,THEFT,$500 AND UNDER,OTHER,false,false,0131,001,2,32,06,1174580,1898484,2009,02/28/2018 03:56:25 PM,41.876836233,-87.6344566,"(41.876836233, -87.6344566)"
7118740,HR527479,08/25/2009 02:00:00 PM,088XX S STONY ISLAND AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,false,false,0412,004,8,48,26,1188457,1846788,2009,02/28/2018 03:56:25 PM,41.734657595,-87.58515771,"(41.734657595, -87.58515771)"
7118742,HR527768,09/09/2009 01:44:00 PM,067XX S MERRILL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0331,003,5,43,14,1191704,1860741,2009,02/28/2018 03:56:25 PM,41.772867731,-87.572810457,"(41.772867731, -87.572810457)"
4694836,HM298216,04/18/2006 02:45:00 PM,097XX S NORMAL AVE,0460,BATTERY,SIMPLE,STREET,false,false,2223,022,21,73,08B,1174684,1840147,2006,02/28/2018 03:56:25 PM,41.71675126,-87.635812773,"(41.71675126, -87.635812773)"
7118744,HR527836,09/09/2009 12:00:00 PM,072XX S BELL AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,APARTMENT,false,false,0832,008,18,66,11,1162658,1856610,2009,02/28/2018 03:56:25 PM,41.762187192,-87.679400506,"(41.762187192, -87.679400506)"
7118745,HR527569,09/09/2009 12:15:00 PM,088XX S SOUTH CHICAGO AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,false,true,0423,004,7,48,08B,1194469,1847091,2009,02/28/2018 03:56:25 PM,41.735343528,-87.563122841,"(41.735343528, -87.563122841)"
7118746,HR526441,09/08/2009 01:30:00 AM,011XX W SCHOOL ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1924,019,44,6,06,1167948,1922062,2009,02/28/2018 03:56:25 PM,41.941681311,-87.658125641,"(41.941681311, -87.658125641)"
7118751,HR527767,09/08/2009 10:00:00 PM,047XX N ST LOUIS AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1723,017,33,14,06,1152198,1931208,2009,02/28/2018 03:56:25 PM,41.967104416,-87.715771332,"(41.967104416, -87.715771332)"
7118753,HR526082,09/08/2009 12:00:00 PM,0000X E PEARSON ST,0890,THEFT,FROM BUILDING,COLLEGE/UNIVERSITY GROUNDS,false,false,1833,018,42,8,06,1176455,1906042,2009,02/28/2018 03:56:25 PM,41.89753369,-87.627343939,"(41.89753369, -87.627343939)"
7118755,HR527571,09/09/2009 12:14:00 PM,004XX W DIVISION ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,1821,018,27,8,06,1173175,1908290,2009,02/28/2018 03:56:25 PM,41.903775756,-87.639324074,"(41.903775756, -87.639324074)"
7118756,HR525413,09/08/2009 09:00:00 AM,080XX S KIMBARK AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE,false,false,0411,004,8,45,04A,1186275,1851895,2009,02/28/2018 03:56:25 PM,41.7487235,-87.592990534,"(41.7487235, -87.592990534)"
7118758,HR527822,09/08/2009 10:00:00 PM,024XX N LAWNDALE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,2524,025,35,22,05,1151304,1916002,2009,02/28/2018 03:56:25 PM,41.925395629,-87.71945891,"(41.925395629, -87.71945891)"
7118761,HR527824,09/09/2009 02:50:00 PM,001XX N LOTUS AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,true,false,1523,015,28,25,26,1139932,1900410,2009,02/28/2018 03:56:25 PM,41.882825154,-87.76162742,"(41.882825154, -87.76162742)"
7118762,HR527814,09/08/2009 10:30:00 PM,019XX E 73RD PL,0560,ASSAULT,SIMPLE,APARTMENT,false,true,0333,003,5,43,08A,1190612,1856624,2009,02/28/2018 03:56:25 PM,41.761596782,-87.57694609,"(41.761596782, -87.57694609)"
7118763,HR527820,09/09/2009 02:35:00 PM,067XX N BOSWORTH AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,true,false,2432,024,40,1,24,1164715,1944947,2009,02/28/2018 03:56:25 PM,42.004547856,-87.669356294,"(42.004547856, -87.669356294)"
7118766,HR527704,09/08/2009 08:20:00 AM,065XX S CHAMPLAIN AVE,0610,BURGLARY,FORCIBLE ENTRY,ABANDONED BUILDING,false,false,0321,003,20,42,05,1181693,1861742,2009,02/28/2018 03:56:25 PM,41.775851642,-87.609476835,"(41.775851642, -87.609476835)"
7118768,HR527793,09/08/2009 06:50:00 PM,016XX N WELLS ST,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,1814,018,43,7,06,1174397,1911382,2009,02/28/2018 03:56:25 PM,41.912233137,-87.634742921,"(41.912233137, -87.634742921)"
7118769,HR520329,09/04/2009 09:15:00 PM,056XX S RACINE AVE,2027,NARCOTICS,POSS: CRACK,VACANT LOT/LAND,true,false,0713,007,16,67,18,1169283,1867377,2009,02/28/2018 03:56:25 PM,41.791592389,-87.654807618,"(41.791592389, -87.654807618)"
7118770,HR527757,09/09/2009 02:00:00 PM,040XX S INDIANA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,0214,002,3,38,08B,1178267,1878252,2009,02/28/2018 03:56:25 PM,41.821235061,-87.62153496,"(41.821235061, -87.62153496)"
7118771,HR525527,08/16/2009 10:15:00 AM,118XX S BISHOP ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,0524,005,34,53,05,1168796,1826293,2009,02/28/2018 03:56:25 PM,41.678862519,-87.657775828,"(41.678862519, -87.657775828)"
7118772,HR494272,08/20/2009 02:00:00 PM,027XX W 111TH ST,0560,ASSAULT,SIMPLE,OTHER,false,false,2212,022,19,75,08A,1159914,1830901,2009,02/28/2018 03:56:25 PM,41.691694236,-87.690161735,"(41.691694236, -87.690161735)"
7118775,HR527798,09/05/2009 06:00:00 PM,024XX W WABANSIA AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1434,014,1,24,05,1159624,1911224,2009,02/28/2018 03:56:25 PM,41.91211693,-87.68901908,"(41.91211693, -87.68901908)"
7118776,HR527734,09/09/2009 01:10:00 PM,021XX E 87TH ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",true,false,0412,004,8,45,08B,1191768,1847705,2009,02/28/2018 03:56:25 PM,41.737094305,-87.572998178,"(41.737094305, -87.572998178)"
7118777,HR527806,09/09/2009 01:00:00 PM,027XX W HARRISON ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,1135,011,2,27,26,1158295,1897254,2009,02/28/2018 03:56:25 PM,41.873809306,-87.694283701,"(41.873809306, -87.694283701)"
4694878,HM298141,04/18/2006 02:50:00 PM,016XX S RIDGEWAY AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,VACANT LOT/LAND,false,false,1014,010,24,29,04B,1151635,1891617,2006,02/28/2018 03:56:25 PM,41.858474196,-87.718884304,"(41.858474196, -87.718884304)"
7118778,HR527854,09/09/2009 02:30:00 PM,079XX S DR MARTIN LUTHER KING JR DR,0880,THEFT,PURSE-SNATCHING,SIDEWALK,false,false,0623,006,6,44,06,1180275,1852549,2009,02/28/2018 03:56:25 PM,41.750657714,-87.614956494,"(41.750657714, -87.614956494)"
7118779,HR527727,09/09/2009 08:15:00 AM,076XX S EXCHANGE AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,0421,004,7,43,05,1195899,1854950,2009,02/28/2018 03:56:25 PM,41.756874002,-87.557624442,"(41.756874002, -87.557624442)"
7118780,HR527858,09/09/2009 02:57:00 PM,021XX S HOMAN AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,false,1024,010,24,30,26,1154027,1889590,2009,02/28/2018 03:56:25 PM,41.852864566,-87.710158074,"(41.852864566, -87.710158074)"
7118781,HR525993,06/07/2009 12:00:00 PM,010XX E 87TH ST,0620,BURGLARY,UNLAWFUL ENTRY,OTHER,false,false,0412,004,8,44,05,1184800,1847514,2009,02/28/2018 03:56:25 PM,41.736736273,-87.598532484,"(41.736736273, -87.598532484)"
7118782,HR527870,09/09/2009 03:07:00 PM,065XX S ELLIS AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,false,0321,003,20,42,26,1184013,1861865,2009,02/28/2018 03:56:25 PM,41.776135263,-87.600968183,"(41.776135263, -87.600968183)"
7118784,HR527539,09/09/2009 11:45:00 AM,081XX S AVALON AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,false,false,0411,004,8,45,04B,1185961,1851180,2009,02/28/2018 03:56:25 PM,41.746768876,-87.594163637,"(41.746768876, -87.594163637)"
7118785,HR527718,09/08/2009 06:00:00 PM,071XX S GREENWOOD AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,0324,003,5,69,05,1184786,1857921,2009,02/28/2018 03:56:25 PM,41.765294465,-87.59825803,"(41.765294465, -87.59825803)"
7118790,HR527574,09/09/2009 11:18:00 AM,052XX N BROADWAY,0860,THEFT,RETAIL THEFT,PARKING LOT/GARAGE(NON.RESID.),true,false,2023,020,48,77,06,1167371,1934848,2009,02/28/2018 03:56:25 PM,41.976779033,-87.659877015,"(41.976779033, -87.659877015)"
7118794,HR527781,09/05/2009 09:00:00 AM,048XX S VINCENNES AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,0223,002,3,38,11,1180403,1873053,2009,02/28/2018 03:56:25 PM,41.806919761,-87.613858803,"(41.806919761, -87.613858803)"
7118795,HR525951,09/02/2009 05:00:00 PM,075XX S CRANDON AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,0414,004,7,43,05,1192843,1855471,2009,02/28/2018 03:56:25 PM,41.758378736,-87.568806967,"(41.758378736, -87.568806967)"
7118796,HR527812,09/09/2009 01:45:00 PM,070XX S JUSTINE ST,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE-GARAGE,false,false,0734,007,17,67,26,1167220,1858121,2009,02/28/2018 03:56:25 PM,41.766237192,-87.662636959,"(41.766237192, -87.662636959)"
7118797,HR394336,06/25/2009 09:00:00 AM,105XX S BENSLEY AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0434,004,10,51,05,1194536,1835716,2009,02/28/2018 03:56:25 PM,41.704127811,-87.563250148,"(41.704127811, -87.563250148)"
7118799,HR527636,09/09/2009 12:30:00 PM,0000X W WASHINGTON ST,0560,ASSAULT,SIMPLE,GOVERNMENT BUILDING/PROPERTY,false,false,0113,001,42,32,08A,1175800,1900817,2009,02/28/2018 03:56:25 PM,41.883210775,-87.629906972,"(41.883210775, -87.629906972)"
